Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Translation (GO:0006412),115/234,1.0905152175556548e-126,2.82334389825159e-123,0,0,53.29951298701299,15458.941255811784,RPL4;RPL5;RPL3;RPL31;RPL8;RPL10A;RPL9;RPL7;RPS14;RPS16;RPL18A;RPS19;RPL36;RPL35;RPL38;RPS11;RPS10;RPS13;RPS9;RPL21;RPS7;RPS5;RPS6;MRPS18B;MRPS18A;RPSA;MRPS18C;TUFM;RPL27;RPL26;AURKAIP1;RPL29;UBA52;DAP3;RPS4Y2;MRPL18;EIF5A2;MRPL19;MRPL16;MRPL17;MRPL14;MRPL12;RPS4Y1;MRPL11;MRPL27;EEF2;MRPL21;RPL3L;MRPL22;MRPL30;RPS26;RPS28;RPS27;EPRS1;RPS29;RPL27A;RPS20;RPS21;RPS23;MRPS15;MRPS16;MRPS14;RPLP1;MRPS12;RPLP0;MRPL38;MRPL39;MRPS10;MRPL36;MRPL33;MRPL4;MRPL3;RPL7A;MRPL2;MRPL1;QARS1;RACK1;RPLP2;MRPL9;EIF5AL1;EIF5A;MRPS27;MARS1;MRPL49;MRPS2;RPL13A;MRPL47;RPS3A;MRPS7;MRPL43;MRPS5;MRPL44;EEF1G;MRPS9;EEF1D;ETF1;RPL10;RPL12;MRPS34;RPL11;MRPS31;MRPL58;MRPL57;MRPL54;RPS15A;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL19;PTCD3;RPL23A;ABCE1
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),82/183,3.6505887143257567e-85,4.7256870906946924e-82,0,0,40.977857785778575,7967.113626234725,RPL4;RPL5;MRPS15;RPL3;MRPS16;RPL31;MRPS14;RPLP1;MRPS12;RPLP0;MRPL36;RPL10A;RPL8;RPL9;RPL7;RPS14;MRPL3;RPL7A;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;MRPL9;RPS11;RPS10;RPS13;EIF5A;EIF5AL1;RPS9;RPL21;RPS7;RPS5;RPS6;MRPS18B;MRPS18A;RPL13A;RPSA;RPS3A;MRPS7;MRPL43;MRPS5;MRPS18C;TUFM;EEF1G;EEF1D;RPL27;RPL26;RPL29;RPS4Y2;RPL10;MRPL18;RPL12;EIF5A2;RPL11;MRPL14;MRPL12;RPS4Y1;MRPL11;RPS15A;RPS3;RPL13;APOE;RPL15;RPS2;RPL18;RPS27A;RPL19;MRPL27;RPL23A;EEF2;RPL3L;RPS26;RPS28;RPS27;RPS29;RPL27A;RPS20;RPS21;RPS23
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),74/158,1.44516618662046e-78,1.2471784190534572e-75,0,0,43.59705561613959,7814.049071803362,RPL4;RPL5;MRPS15;RPL3;MRPS16;RPL31;MRPS14;RPLP1;MRPS12;RPLP0;MRPL36;RPL10A;RPL8;RPL9;RPL7;RPS14;MRPL3;RPL7A;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;MRPL9;RPS11;RPS10;RPS13;RPS9;RPL21;RPS7;RPS5;RPS6;MRPS18B;MRPS18A;RPL13A;RPSA;RPS3A;MRPS7;MRPL43;MRPS5;MRPS18C;RPL27;RPL26;RPL29;RPS4Y2;RPL10;MRPL18;RPL12;RPL11;MRPL14;MRPL12;RPS4Y1;MRPL11;RPS15A;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL19;MRPL27;RPL23A;RPL3L;RPS26;RPS28;RPS27;RPS29;RPL27A;RPS20;RPS21;RPS23
GO_Biological_Process_2023,Cytoplasmic Translation (GO:0002181),58/93,1.4273983189267566e-71,9.238835619253432e-69,0,0,78.99993014320643,12887.07597006923,RPL4;RPL5;RPL3;RPL31;RPLP1;MRPS12;RPLP0;RPL10A;RPL8;RPL9;RPL7;RPL7A;RPS14;RPS16;RPL18A;RPS19;RACK1;RPL36;RPL35;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS9;RPL21;RPS7;RPS5;RPS6;RPL13A;RPS3A;RPSA;ETF1;RPL27;RPL26;RPL29;UBA52;RPL10;RPL12;RPL11;RPS15A;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL23A;RPS26;RPS28;RPS27;RPS29;EIF3I;RPL27A;RPS20;RPS21;RPS23
GO_Biological_Process_2023,Gene Expression (GO:0010467),80/296,2.041364920573185e-62,1.0570187558727953e-59,0,0,18.48693654895205,2626.007536850134,RPL4;RPL5;MRPS15;RPL3;MRPS16;RPL31;MRPS14;RPLP1;MRPS12;RPLP0;MRPL36;RPL8;RPL10A;RPL9;RPL7;CASP9;RPS14;MRPL3;RPL7A;RPS16;RPL18A;RPS19;CASP3;RPL36;RPL35;RPLP2;RPL38;MRPL9;RPS11;RPS10;RPS13;RPS9;RPL21;RPS7;NCBP2;RPS5;RPS6;MRPS18B;MRPS18A;RPL13A;RPSA;RPS3A;MRPS7;MRPL43;MRPS5;MRPS18C;RPL27;RPL26;RPL29;RPS4Y2;RPL10;MRPL18;RPL12;RPL11;MRPL14;MRPL12;RPS4Y1;MRPL11;RPS15A;H3C1;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL19;MRPL27;RPL23A;RPL3L;RPS26;RPS28;HNRNPK;RPS27;RPS29;RPL27A;RPS20;STUB1;RPS21;RPS23
GO_Biological_Process_2023,Mitochondrial Translation (GO:0032543),48/98,3.617784676560448e-52,1.5610740879358332e-49,0,0,44.63885441527447,5287.408157892321,GFM1;MRPS15;MRPS16;MRPS14;MRPL18;MRPL19;MRPS12;MRPS34;MRPL16;MRPL38;MRPS31;MRPL17;MRPL39;MRPS10;MRPL14;MRPL36;MRPL58;MRPL12;MRPL57;MRPL54;MRPL11;MRPL33;MRPL4;MRPL3;MRPL2;MRPL1;MRPL9;EARS2;PTCD3;MRPS27;MRPS18B;MRPL27;MRPL49;MRPS18A;MRPS2;MRPL47;MRPS7;MRPL21;MRPL43;MRPS5;MRPS18C;TUFM;MRPL22;MRPL44;MRPL30;MRPS9;MTRF1L;DAP3
GO_Biological_Process_2023,Mitochondrial Gene Expression (GO:0140053),45/103,4.5749613757563695e-46,1.6920821431190342e-43,0,0,35.80548292204609,3738.032121397898,MRPS15;MRPS16;MRPS14;MRPL18;MRPL19;MRPS12;MRPS34;MRPL16;MRPL38;MRPS31;MRPL17;MRPL39;MRPS10;MRPL14;MRPL36;MRPL58;FOXO3;MRPL12;MRPL57;MRPL54;MRPL11;MRPL33;MRPL4;MRPL3;MRPL2;MRPL1;MRPL9;PTCD3;MRPS27;MRPS18B;MRPL27;MRPL49;MRPS18A;MRPS2;MRPL47;MRPS7;MRPL21;MRPL43;MRPS5;MRPS18C;MRPL22;MRPL44;MRPL30;MRPS9;DAP3
GO_Biological_Process_2023,Cellular Respiration (GO:0045333),36/85,2.0527486223155417e-36,6.6432077289686715e-34,0,0,33.21293621857095,2729.2359568756906,NDUFA13;NDUFB8;NDUFB7;NDUFB10;NDUFA12;NDUFB11;NDUFB5;COX4I1;NDUFA10;NDUFB3;NDUFB1;UQCR10;COX6A1;COX5B;COX5A;UQCRFS1;CYC1;NDUFV1;PPARGC1A;NDUFA9;NDUFA8;NDUFA5;MDH2;NDUFA2;NDUFC2;SDHC;SDHA;SDHB;OXA1L;NDUFS7;NDUFS6;UQCRQ;NDUFS3;UQCRC1;NDUFS2;CYCS
GO_Biological_Process_2023,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),33/70,2.084295912665179e-35,5.9958245754334986e-33,0,0,40.06526342010213,3199.453564686291,NDUFB8;NDUFB7;NDUFB10;NDUFA12;NDUFB5;COX4I1;NDUFA10;NDUFB3;NDUFB1;UQCR10;COX6A1;COX5B;COX6A2;COX5A;UQCRFS1;CYC1;NDUFV1;NDUFA9;NDUFA8;NDUFA5;NDUFA2;NDUFC2;SDHC;SDHD;SDHA;SDHB;NDUFS7;NDUFS6;UQCRQ;NDUFS3;UQCRC1;NDUFS2;CYCS
GO_Biological_Process_2023,Aerobic Electron Transport Chain (GO:0019646),32/68,2.4687760949946915e-34,6.391661309941256e-32,0,0,39.84061302681992,3083.032796951779,NDUFB8;NDUFB7;NDUFB10;NDUFB5;COX4I1;NDUFA10;NDUFB3;NDUFB1;UQCR10;COX6A1;COX5B;COX6A2;COX5A;UQCRFS1;CYC1;NDUFV1;NDUFA9;NDUFA8;NDUFA5;NDUFA2;NDUFC2;SDHC;SDHD;SDHA;SDHB;NDUFS7;NDUFS6;UQCRQ;NDUFS3;UQCRC1;NDUFS2;CYCS
